MISPAR RECHEV|TAARICH HAFAKAT TAG|SUG TAV
2597769|20190610|1
2597771|20190902|1
2597807|20190826|1
2597872|20190903|1
2597933|20190110|1
2597937|20190826|1
2597970|20190617|1
2598037|20190826|1
2598064|20190207|1
2598075|20190716|1
2598230|20190826|2
2598262|20190211|1
2598323|20190826|1
2598365|20190826|1
2598484|20190826|1
2598560|20181025|1
2598570|20190620|1
2598575|20190826|1
2598584|20191117|1
2598585|20200102|1
2598670|20190826|1
2598714|20170404|1
2598813|20190826|1
2598861|20191211|1
2598869|20180620|1
2598885|20190826|1
2598932|20191202|1
2854951|20190516|1
2855054|20190725|1
2855138|20190826|1
2855213|20190826|1
2855234|20190729|1
2855252|20190811|1
2855260|20190826|1
2855274|20190826|1
2855278|20190826|1
2855334|20190826|1
2855370|20190826|1
2855430|20180710|1
2855432|20190825|1
2855461|20190711|1
2855472|20191203|1
2855533|20190910|1
2855534|20190826|1
2855539|20190826|1
2855572|20190826|1
2855631|20190508|1
2855838|20190826|1
2855854|20190813|1
2855931|20190826|1
2855951|20191002|1
2855965|20180109|1
2855978|20180920|2
2856031|20190826|1
2856063|20180729|1
2856074|20190826|1
2856111|20190218|1
2856137|20190527|1
2856150|20190826|1
2856150|20190826|1
2856168|20190826|1
2856214|20190826|1
2856214|20190826|1
2856233|20190826|1
2856238|20190909|1
2856252|20171022|1
2856312|20190918|1
2856314|20190826|1
2856412|20200109|1
2856463|20181125|1
2856471|20191121|1
2856571|20190826|1
2856572|20191215|1
2856631|20190826|1
2856651|20190826|1
2856663|20170607|1
2856666|20190826|1
2856712|20190826|2
2856738|20190826|1
2856750|20190826|1
2856754|20190724|1
2856773|20190826|1
2856834|20190616|1
2856837|20180118|2
2856850|20190624|2
2856878|20190826|1
2856913|20190826|1
2856917|20191010|1
2856933|20191022|1
2856979|20191231|1
2856984|20200109|1
2857014|20190822|1
2857033|20191112|1
2857034|20190526|1
2857050|20190619|1
2857067|20191111|1
2857160|20191124|1
2857164|20200107|1
2857171|20191124|1
2857178|20190826|1
2857233|20191024|1
2600713|20190826|1
2600732|20190114|1
2600772|20190826|1
2600817|20191119|1
2600835|20190808|1
2600835|20190826|1
2600950|20190826|1
2600984|20190826|1
2601031|20190826|1
2601067|20190826|1
2601076|20191124|1
2601085|20190826|1
2601262|20190826|1
2601263|20180809|1
2601461|20170820|1
2601465|20181022|1
2601560|20171217|1
2601572|20190826|1
2601575|20190512|1
2601585|20190108|1
2601630|20191208|2
2601670|20190826|1
2601811|20190826|1
2601830|20190923|1
2601834|20190826|1
2601866|20190130|1
2601912|20190826|1
2601938|20191112|1
2601984|20170426|1
2602031|20190826|1
2602179|20190519|1
2602185|20191028|2
2602285|20181227|1
2602330|20180327|1
2602373|20190826|2
2602411|20190918|1
2602412|20190826|1
2602414|20190815|1
2602611|20191217|1
2602632|20190826|1
2602662|20191225|1
2602773|20171225|1
2602867|20190826|1
2602869|20190808|1
2602873|20190826|1
2602923|20190725|1
2602972|20190826|1
2603030|20190826|2
2603051|20200106|1
2603065|20190116|1
2603113|20190604|1
2603131|20191216|1
2603234|20190729|1
2603260|20180528|1
2603261|20190826|1
2603267|20190826|1
2603332|20190325|1
2603338|20190826|1
2603465|20190826|1
2603531|20200101|1
2603532|20191230|1
2603561|20190826|1
2603634|20190715|1
2603634|20191103|1
2603653|20190826|1
2603660|20190826|1
2603672|20190826|1
2603708|20190705|1
2603823|20190428|1
2603833|20190826|1
2603837|20190826|1
2603837|20190924|1
2603866|20161220|1
2603885|20200105|1
2603963|20190825|2
2604032|20191111|2
2604066|20190826|1
2604066|20190826|1
2604169|20190926|2
2604170|20190826|2
2604212|20190624|1
2604234|20190826|1
2604263|20190826|1
2604265|20190826|1
2604285|20180812|1
2604463|20191106|1
2604464|20190730|1
2604567|20190815|1
2604631|20190708|2
2604632|20190826|1
2604638|20190527|1
2604714|20190826|1
2604730|20190926|1
2604761|20190708|1
2604767|20190729|1
2604772|20180118|1
2604811|20190826|1
2604869|20190826|1
2604913|20190826|1
2604920|20200109|1
2604971|20200109|1
2605032|20190730|2
2605050|20190604|1
2605064|20190826|1
2605068|20190826|1
2605132|20190826|1
2605161|20180828|1
2605165|20190826|1
2605166|20190826|1
2605184|20190630|1
2605262|20191225|1
2605331|20180221|1
2605338|20170507|1
2605351|20191224|1
2605461|20180729|1
2605471|20190729|1
2605532|20190826|1
2605585|20180107|1
2605610|20190826|1
2605663|20190826|1
2605665|20190826|1
2605685|20180801|1
2605751|20190826|1
2605772|20191215|2
2605834|20190826|1
2605871|20190826|1
2605932|20191223|1
2606063|20181101|1
2606072|20191204|1
2606133|20190826|1
2606172|20190224|1
2606231|20190826|1
2606232|20190826|1
2606232|20190826|1
2606234|20190826|1
2606266|20190826|1
2606278|20190718|1
2606311|20191213|1
2606367|20180708|1
2606384|20190411|1
2606412|20190826|1
2606434|20190826|2
2606538|20190826|1
2606673|20190826|1
2606731|20190926|1
2606734|20170516|1
2606761|20190826|1
2606868|20190707|1
2606872|20190825|1
2606931|20190826|1
2606934|20190624|1
2606937|20190819|1
2606950|20180618|1
2607030|20190806|2
2607032|20191204|1
2607085|20190826|1
2607111|20190826|1
2607173|20190813|2
2607179|20200109|1
2607185|20190826|2
2607211|20191121|1
2607211|20190821|1
2607237|20190919|1
2607285|20190826|1
2607317|20191010|1
2607318|20160203|1
2607330|20190826|1
2607370|20190826|1
2607411|20190715|1
2607413|20190617|1
2607423|20191215|1
2607468|20191125|1
2607571|20190826|1
2607676|20190826|1
2607779|20190610|1
2607837|20191030|1
2607861|20190826|1
2607863|20190616|2
2607911|20200105|1
2607984|20190826|1
2608011|20190826|1
2608013|20190826|1
2608138|20181210|1
2608171|20180508|1
2608172|20190217|1
2608175|20180719|1
2608233|20191219|1
2608337|20190919|1
2608373|20190826|1
2608511|20190826|1
2608614|20190826|1
2608661|20190826|2
2608711|20190305|1
2608734|20190428|1
2608762|20190826|1
2608771|20190826|1
2608775|20190826|1
2720276|20191114|1
2720280|20191114|1
2720312|20191114|1
2720333|20190826|1
2720371|20181225|1
2720374|20191031|2
2720484|20190923|1
2720563|20190903|1
2720630|20191104|1
2720638|20190826|2
2720668|20180606|1
2720672|20190826|1
2720673|20190828|1
2720679|20180410|1
2720731|20190826|1
2720738|20190826|2
2720774|20190730|1
2720785|20190523|1
2720811|20190826|1
2720850|20190704|1
2720876|20190822|1
2720911|20190826|1
2720935|20190826|1
2720937|20190826|1
2720963|20170619|1
2720967|20191027|1
2720974|20190826|1
2721071|20190826|1
2721072|20190826|1
2721079|20190826|1
2721080|20190320|1
2721133|20190804|1
2721137|20191219|1
2721171|20190806|1
2721233|20190804|1
2721261|20190912|1
2721279|20180425|1
2721337|20190826|1
2721338|20190826|2
2721362|20200101|1
2721365|20190826|1
2721478|20190826|1
2721512|20190826|1
2721574|20190826|1
2721637|20190826|1
2721667|20190826|1
2610633|20191217|1
2610638|20190826|1
2610651|20190312|1
2610661|20190826|1
2610662|20190527|1
2610684|20180513|1
2610770|20190826|1
2610772|20190514|1
2610776|20191027|1
2610817|20180118|1
2610911|20191029|1
2610923|20190903|2
2610961|20190826|1
2610970|20181111|1
2610978|20190826|1
2610985|20190826|1
2611062|20190705|1
2611075|20181230|1
2611084|20200108|1
2611151|20190826|1
2611178|20171101|1
2611272|20190407|1
2611313|20190826|1
2611411|20190826|1
2611432|20200109|1
2611451|20191003|1
2611531|20190826|1
2611631|20190826|1
2611632|20190826|1
2611711|20190826|1
2611811|20190708|1
2611873|20170914|1
2611878|20190826|1
2611916|20190915|1
2611962|20191222|1
2611984|20181216|1
2612012|20180620|1
2612037|20191121|1
2612065|20190528|1
2612076|20200108|2
2612084|20190826|1
2612131|20190826|1
2612132|20191027|1
2612133|20190826|1
2612165|20190826|1
2612176|20191124|1
2612184|20191107|1
2612231|20191022|1
2612266|20190826|1
2612268|20190113|1
2612273|20190730|1
2612285|20190828|1
2612331|20190826|1
2612338|20190826|1
2612375|20190808|1
2612385|20200102|1
2612414|20190826|1
2612431|20190901|1
2612450|20190826|1
2612461|20190826|1
2612466|20190826|1
2612513|20180626|1
2612631|20190826|1
2612665|20190826|2
2612665|20191113|2
2612770|20190822|1
2612772|20190826|1
2612956|20190826|1
2613011|20190707|1
2613032|20190826|1
2613063|20181021|1
2613066|20190826|1
2613066|20191118|1
2613170|20190909|1
2613237|20171219|1
2613270|20190826|1
2613317|20190826|1
2613330|20191231|1
2613350|20191128|1
2613351|20191113|1
2613513|20180903|1
2613564|20190826|1
2613661|20190826|1
2613671|20180506|1
2613676|20191029|1
2613734|20190528|1
2613812|20191119|1
2613864|20190826|2
2614169|20190826|1
2614231|20190826|1
2614233|20190826|1
2614234|20190122|1
2614237|20191222|1
2614237|20191202|1
2614269|20190505|1
2614275|20191030|1
2614278|20190922|1
2614279|20191110|1
2614337|20191028|1
2614460|20190326|1
2614484|20171129|1
2614569|20191216|1
2614632|20190826|1
2614634|20190911|1
2614760|20190826|1
2614761|20180821|1
2614833|20190826|1
2614864|20181120|1
2614872|20190826|1
2614961|20171226|1
2614970|20190707|1
2615010|20171213|1
2615038|20190812|1
2615064|20190326|1
2615076|20200108|1
2615085|20190826|1
2615117|20190826|1
2615237|20190513|1
2615463|20191003|1
2615469|20190826|1
2615533|20190217|1
2615563|20190826|1
2615578|20190620|1
2615579|20190310|1
2615630|20190826|1
2615637|20190826|1
2615669|20180712|1
2615738|20190826|1
2615760|20181017|1
2615869|20190826|1
2615870|20190826|1
2615872|20190826|1
2615971|20191218|1
2615972|20181223|1
2615973|20191216|1
2616011|20190826|1
2616033|20180304|1
2616160|20191031|1
2616165|20190516|1
2616175|20190826|1
2616237|20190826|1
2616270|20190826|1
2616366|20190729|1
2616466|20190826|2
2616471|20191212|1
2616573|20200101|1
2616576|20190826|1
2616650|20191215|1
2616660|20191215|1
2616671|20171214|1
2616672|20190725|1
2616731|20180429|1
2616738|20191121|1
2616866|20180319|1
2616930|20190826|2
2616937|20190916|1
2617038|20190826|2
2617071|20180130|1
2617114|20170625|1
2617138|20171127|1
2617185|20190721|1
2617232|20190604|1
2617234|20190826|2
2617238|20190911|2
2617279|20190611|1
2617369|20171122|1
2617373|20190328|1
2617431|20190515|1
2617532|20190826|1
2617537|20190826|1
2617632|20191105|1
2617710|20190728|1
2617760|20190826|2
2617768|20190527|1
2617851|20190924|1
2617871|20170704|1
2617956|20190826|2
2617963|20181025|1
2617979|20190729|1
2617985|20200108|1
2618064|20191231|1
2618070|20180501|1
2618137|20190826|1
2618161|20190826|2
2618223|20180206|1
2618251|20180423|1
2618265|20190826|1
2618323|20171126|1
2618370|20180325|1
2618412|20190219|1
2618423|20190522|1
2618437|20190826|1
2618538|20190502|1
2618563|20191128|1
2618575|20190826|2
2618575|20191211|2
2618576|20190826|1
2618578|20191103|1
2618579|20191210|1
2618585|20191218|2
2754561|20190822|1
2754667|20191205|1
2754676|20181211|1
2754731|20191203|1
2754775|20190826|1
2754776|20190905|1
2754778|20190528|1
2754833|20190826|1
2754871|20190826|1
2754874|20200101|1
2754932|20190826|1
2755032|20180411|1
2755080|20190826|1
2755080|20190826|1
2755162|20190717|1
2755179|20190911|1
2755252|20190813|1
2755260|20190826|1
2755270|20190826|1
2755285|20190826|1
2755333|20191204|1
2755334|20180905|1
2755414|20191022|1
2755475|20190826|1
2755511|20191002|1
2755535|20191006|1
2755550|20190826|1
2755550|20190826|1
2755561|20191103|1
2755562|20190408|1
2755576|20190826|1
2755584|20190826|2
2755585|20180820|1
2755606|20200109|1
2755632|20191216|1
2755671|20190820|1
2755711|20190826|1
2755717|20171029|1
2755733|20180822|1
2755756|20190826|1
2755763|20190826|1
2755765|20171217|1
2755785|20190523|1
2618631|20190826|1
2618632|20190703|1
2618634|20190826|1
2618673|20190826|2
2618684|20190826|1
2618710|20191010|1
2618729|20190826|1
2618732|20190826|2
2618733|20190827|1
2618775|20191113|1
2618965|20190207|1
2619076|20190826|1
2619176|20171226|1
2619184|20190826|1
2619214|20190818|1
2619265|20191110|1
2619338|20190826|1
2619361|20190826|1
2619519|20200109|1
2619532|20191218|1
2619613|20190602|1
2619679|20191208|1
2619682|20190630|2
2619735|20190826|1
2619760|20190903|1
2619766|20190826|1
2619876|20190813|1
2619885|20171112|1
2619913|20190801|1
2619968|20190826|1
2620013|20191119|1
2620037|20190728|1
2620112|20190826|1
2620231|20191230|1
2620237|20171123|1
2620250|20191219|1
2620264|20180103|1
2620265|20170426|1
2620361|20180116|1
2620375|20180624|1
2620563|20190826|1
2620573|20190717|1
2620631|20190530|1
2620769|20190826|1
2620771|20181108|1
2620772|20200102|1
2620832|20191127|1
2620864|20190926|1
2620970|20191226|1
2620973|20190624|1
2621020|20190826|1
2621032|20190814|1
2621070|20190826|1
2621112|20190916|1
2621113|20180525|1
2621167|20191230|1
2621170|20190702|1
2621230|20190707|1
2621333|20190826|1
2621338|20190826|1
2621364|20191113|1
2621376|20191028|1
2621438|20190826|1
2621485|20190826|1
2621565|20190826|1
2621637|20181224|1
2621661|20190826|1
2621665|20190826|1
2621667|20190826|2
2621675|20190318|1
2621685|20190821|1
2621714|20191120|1
2621785|20190826|1
2621813|20181224|1
2621870|20190826|1
2621931|20190801|1
2621933|20190611|1
2621934|20181004|1
2621978|20190826|1
2622064|20200105|1
2622161|20181114|1
2622163|20190926|2
2622168|20200107|1
2622185|20191201|1
2622412|20191119|1
2622461|20191229|1
2622462|20190826|1
2622560|20190605|1
2622579|20190826|1
2622666|20190826|1
2622667|20190826|1
2622670|20190826|1
2622731|20190826|1
2622762|20191126|1
2622768|20191106|1
2622772|20190826|1
2622813|20190922|1
2622830|20190826|2
2622832|20191022|1
2622838|20190826|1
2622910|20190826|1
2622931|20190826|1
2622938|20190826|2
2622973|20170726|1
2623050|20190826|1
2623076|20190804|1
2623138|20190826|1
2623266|20190826|1
2623271|20181204|1
2623273|20190826|1
2623311|20190826|1
2623361|20190826|1
2623364|20181202|1
2623376|20190826|1
2623376|20191218|1
2623411|20191027|1
2623423|20191202|2
2623470|20191027|1
2623473|20200102|1
2623532|20190912|1
2623571|20180822|1
2623573|20190516|2
2623713|20191022|1
2623732|20190826|1
2623764|20190826|2
2623785|20190217|1
2623862|20190826|1
2623932|20200101|1
2623963|20190815|1
2623973|20190826|1
2624076|20191103|1
2624123|20190826|1
2624138|20190826|1
2624161|20190826|2
2624230|20190826|1
2624271|20190826|1
2624333|20191114|1
2624334|20181226|1
2624356|20191114|1
2624411|20181104|1
2624413|20191211|1
2624470|20190826|1
2624513|20191027|1
2624532|20190826|2
2624533|20190630|2
2624663|20190826|1
2624671|20191208|1
2624678|20190908|1
2624712|20190826|1
2624913|20190521|1
2624963|20190819|1
2624967|20191007|1
2625023|20191225|1
2625032|20191208|1
2625062|20190826|1
2625066|20190826|1
2625070|20190826|1
2625213|20190826|1
2625276|20190826|1
2625351|20180215|1
2625434|20190227|1
2625476|20190916|1
2625484|20190826|2
2625510|20191113|1
2625530|20190904|1
2625533|20190808|1
2625533|20190826|1
2625566|20190826|1
2625568|20190826|1
2625584|20190128|1
2625631|20181125|1
2625668|20171206|1
2625679|20190826|1
2625708|20190313|1
2625730|20191105|1
2625732|20190826|1
2625738|20191105|1
2625779|20190826|1
2625834|20190826|1
2626051|20181015|1
2626075|20190826|1
2626079|20200106|1
2626173|20181213|1
2626230|20190826|1
2626237|20190826|1
2626276|20190826|1
2626278|20190627|2
2626376|20191230|1
2626378|20190826|1
2626460|20190826|1
2626565|20190826|1
2626571|20190826|1
2626584|20190630|1
2626671|20180507|1
2626672|20190826|1
2626779|20190826|1
2626830|20191127|1
2626912|20190826|1
2626938|20190826|2
2626964|20171022|1
2626973|20190826|1
2626975|20190826|1
2626984|20191226|1
2627162|20190109|1
2627162|20190826|1
2627170|20190826|1
2627171|20190826|1
2627230|20190826|1
2627272|20190408|1
2627333|20190728|1
2627334|20190731|1
2627366|20180617|1
2627371|20190826|1
2627373|20190826|1
2627431|20190106|1
2627432|20191027|1
2627466|20191215|1
2627468|20190826|1
2627485|20191202|1
2627573|20190826|1
2627579|20191029|1
2627611|20190826|2
2627637|20191215|1
2627661|20190826|1
2627714|20190826|1
2627776|20190529|1
2627812|20190113|1
2627861|20190826|1
2627934|20190109|1
2627961|20190826|1
2627970|20190826|1
2627979|20190826|1
2627985|20180114|1
2628030|20190826|1
2628030|20190826|1
2628061|20190704|1
2628113|20191225|1
2628166|20180729|1
2628271|20191201|1
2628311|20191222|1
2628361|20190120|1
2628368|20190826|1
2628369|20190826|1
2628370|20191119|1
2628373|20190815|1
2628378|20190303|1
2628384|20171116|1
2628429|20200109|1
2628464|20190826|1
2628510|20190826|1
3154634|20190501|1
3154638|20191125|1
3154670|20190826|1
3154714|20191124|1
3154734|20190826|1
3154760|20190513|1
3154873|20190826|1
3154879|20190429|1
3154937|20191024|1
3155031|20190718|1
3155070|20190131|1
3155165|20190618|1
3155168|20190826|1
3155179|20200107|1
3155256|20191006|1
3155265|20190826|2
3155266|20190826|1
3155271|20170914|1
3155352|20190826|1
3155365|20171225|1
3155431|20191224|1
3155431|20200109|1
3155452|20190319|1
3155474|20190826|1
3155511|20190826|1
3155530|20190515|1
3155575|20180501|1
3155712|20191224|1
3155713|20190826|1
3155731|20190826|1
3155762|20190826|1
3155780|20200108|1
3155786|20190627|1
3155879|20171030|1
3155911|20190516|1
3155913|20171030|1
3155933|20190826|1
3155980|20180729|1
3155986|20190826|1
3156011|20190326|1
3156062|20190912|1
3156070|20190203|1
3156080|20190624|1
3156171|20190826|1
3156180|20190807|1
3156286|20190101|1
3156338|20191010|1
3156370|20191028|1
3156375|20190722|2
3156465|20191224|1
3156471|20191216|1
3156552|20190826|1
3156566|20191105|1
3156731|20190730|1
3156734|20180710|1
3156774|20190728|1
3156802|20200109|1
3156934|20190826|1
3156968|20161124|1
3156976|20190205|1
3157055|20190728|2
3157064|20191103|1
3157066|20190826|1
3157068|20191209|1
3157070|20190826|1
3157075|20190826|1
3157086|20190826|1
3157132|20191113|1
3157133|20190826|1
3157174|20190826|1
3157212|20190702|1
3157213|20190826|1
3157265|20190528|1
3157314|20170115|1
2631530|20190815|1
2631551|20190908|2
2631575|20190705|1
2631661|20191202|1
2631669|20190526|1
2631672|20190826|1
2631673|20190610|2
2631767|20190211|1
2631771|20190826|1
2631832|20180809|1
2631838|20191218|1
2631863|20190826|1
2631879|20191204|1
2631938|20190731|1
2631972|20190218|1
2631979|20190717|1
2632037|20200101|1
2632132|20191126|1
2632150|20190826|1
2632163|20191208|2
2632284|20191125|1
2632308|20191107|1
2632356|20190826|1
2632431|20190106|1
2632471|20190826|1
2632531|20190818|1
2632630|20191217|2
2632632|20190826|1
2632651|20191115|1
2632664|20190826|1
2632676|20180809|1
2632772|20190221|1
2632830|20190826|1
2632930|20190919|1
2632934|20190826|1
2632938|20190826|2
2633032|20190826|1
2633084|20191022|1
2633138|20170614|1
2633265|20190826|1
2633370|20191210|1
2633373|20190624|1
2633376|20190805|1
2633385|20190804|1
2633460|20190313|1
2633462|20190826|1
2633511|20181028|1
2633512|20191126|1
2633512|20191229|1
2633531|20181115|1
2633560|20191219|1
2633569|20190701|1
2633632|20191023|1
2633667|20190826|1
2633670|20190826|1
2633678|20191210|1
2633685|20180410|1
2633870|20190211|1
2633871|20190826|1
2633961|20190108|1
2633972|20190826|1
2633978|20190826|1
2634012|20190826|1
2634031|20190826|1
2634038|20190826|1
2634050|20190826|1
2634071|20180521|1
2634084|20191125|1
2634112|20190826|1
2634137|20190826|1
2634138|20190826|2
2634165|20191224|1
2634175|20190826|1
2634238|20190826|2
2634363|20190826|1
2634384|20190826|1
2634385|20191029|1
2634430|20191217|1
2634437|20190826|1
2634438|20190714|2
2634476|20181108|1
2634485|20190826|1
2634537|20190826|2
2634566|20190214|1
2634572|20190826|1
2634638|20190826|2
2634669|20190108|1
2634737|20190826|2
2634785|20190313|1
2634911|20190826|1
2634960|20190106|1
2634961|20190826|2
2634971|20191229|1
2635013|20191225|1
2635068|20190910|1
2635069|20180201|1
2635112|20190826|1
2635169|20191121|1
2635171|20190826|1
2635172|20190826|1
2635173|20190826|1
2635232|20190826|1
2635368|20190826|1
2635456|20190904|1
2635469|20180523|1
2635650|20190826|1
2635733|20190617|1
2635766|20170718|1
2635832|20180319|1
2635851|20190324|1
2635880|20191007|1
2635914|20190826|1
2635937|20191127|1
2635961|20190804|1
2635963|20181014|1
2635976|20190826|1
2635979|20190826|1
2636030|20191203|1
2636076|20190310|1
2636134|20190729|1
2636331|20180815|1
2636334|20190704|2
2636367|20190826|1
2636432|20190826|2
2636473|20190221|1
2636534|20190530|1
2636571|20190826|1
2636575|20190206|1
2636611|20180325|1
2636676|20190826|2
2636756|20190212|1
2636811|20190826|1
2636833|20190904|2
2636866|20190203|1
2636869|20190826|1
2636875|20190826|1
2636876|20190902|1
2636969|20190826|1
2636971|20190711|1
2637063|20190610|1
2637161|20200109|1
2637211|20191104|1
2637331|20190923|1
2637333|20190826|2
2637337|20190826|1
2637371|20190826|2
2637413|20190826|1
2637438|20191028|1
2637532|20171204|1
2637616|20181115|1
2637633|20190225|2
2637650|20190429|1
2637668|20191110|1
2637669|20191211|1
2637731|20190729|1
2637734|20180820|1
2637738|20190826|1
2637763|20190826|1
2637767|20190826|1
2637813|20190826|1
2637871|20190826|1
2637872|20190826|1
2637931|20190826|1
2637934|20190826|1
2638061|20191201|1
2638075|20190826|1
2638130|20191022|1
2638150|20191003|1
2638168|20190922|1
2638261|20190603|1
2638312|20190411|1
2638370|20200109|1
2638371|20190826|1
2638372|20171102|1
2638375|20190826|1
2638450|20180423|1
2638451|20190826|1
2638460|20190611|1
2638534|20191103|1
2638560|20190826|1
2638570|20190826|1
2638631|20190826|1
2638668|20200109|1
2702134|20190826|1
2702150|20190826|1
2702176|20190826|1
2702180|20190627|1
2702185|20191121|1
2702234|20191210|1
2702266|20191114|1
2702276|20190826|1
2702303|20190826|1
2702338|20190826|1
2702366|20190826|1
2702373|20190221|1
2702376|20190729|1
2702402|20200109|1
2702465|20190826|1
2702476|20190826|1
2702539|20190826|1
2702571|20190826|2
2702612|20190826|1
2702634|20190211|1
2702663|20190723|1
2702676|20191023|1
2702761|20190925|1
2702767|20190812|1
2702769|20190811|1
2702772|20180717|1
2702774|20190826|1
2702839|20190826|1
2702862|20190826|2
2702866|20191010|1
2702964|20191211|1
2702970|20180315|1
2702974|20190826|1
2702979|20190826|1
2703064|20190826|1
2703131|20190704|1
2703162|20190826|1
2703164|20190826|2
2703176|20190120|1
2703211|20191027|1
2703231|20190826|1
2703250|20190825|1
2703275|20190701|1
2703279|20190606|1
2703330|20180515|1
2703333|20170625|1
2703369|20171121|1
2703380|20190826|1
2703475|20180114|1
2703479|20190826|1
2703485|20190826|1
2703512|20190820|1
2703527|20200109|1
2703562|20190826|1
2703660|20181014|1
2703670|20181015|1
2703731|20180809|2
2703812|20190826|1
2703863|20190314|2
2703934|20190826|1
2641473|20190826|1
2641611|20190826|1
2641611|20191031|1
2641662|20191210|1
2641670|20191022|1
2641672|20190826|1
2641679|20190709|1
2641685|20190826|1
2641763|20190826|1
2641770|20190826|2
2641785|20191211|1
2641812|20190818|1
2641863|20190826|1
2641863|20190826|1
2641961|20170626|1
2641973|20200106|1
2642061|20180701|1
2642112|20190320|1
2642134|20190311|1
2642172|20190826|1
2642175|20190903|1
2642232|20191218|1
2642312|20190826|1
2642371|20190826|1
2642385|20191112|1
2642462|20190319|1
2642480|20190604|1
2642564|20190826|1
2642576|20181118|1
2642584|20191222|1
2642632|20191007|1
2642650|20190826|1
2642661|20191126|1
2642663|20171024|1
2642838|20190722|1
2642872|20170219|1
2642885|20190826|1
2643011|20190826|1
2643067|20190724|1
2643112|20190110|1
2643138|20180812|2
2643164|20190813|1
2643173|20190826|1
2643176|20200101|1
2643211|20191211|1
2643235|20191217|2
2643331|20191230|1
2643412|20190821|1
2643414|20190620|1
2643430|20191217|1
2643433|20190826|1
2643534|20191217|1
2643567|20180304|1
2643580|20191209|1
2643586|20190826|1
2643731|20180730|1
2643733|20171018|1
2643772|20190909|1
2643779|20191229|1
2643817|20190826|1
2643834|20190813|1
2643871|20190826|1
2643912|20190826|1
2643933|20190826|1
2643951|20190826|1
2644012|20190826|1
2644079|20190706|1
2644164|20190416|2
2644169|20191230|1
2644170|20190911|1
2644237|20190826|1
2644279|20191003|1
2644285|20190826|1
2644285|20190826|1
2644311|20191022|1
2644337|20190826|1
2644361|20190826|1
2644461|20190826|1
2644465|20190826|1
2644479|20190604|1
2644511|20190826|1
2644514|20190826|2
2644531|20191204|1
2644537|20190826|1
2644560|20181210|1
2644563|20190826|1
2644767|20190826|2
2644834|20180626|1
2644865|20180731|1
2644870|20191209|1
2644875|20200106|1
2644876|20190826|2
2644884|20190826|1
2644975|20171016|1
2645034|20190826|1
2645050|20190718|1
2645066|20190826|1
2645072|20191216|1
2645271|20180225|1
2645272|20191217|1
2645275|20170815|1
2645284|20191215|1
2645285|20190604|1
2645361|20190826|1
2645379|20190807|1
2645476|20190826|2
2645531|20191203|1
2645531|20190528|1
2645532|20191128|1
2645538|20191027|1
2645551|20190120|1
2645561|20190826|1
2645572|20190826|1
2645573|20190826|1
2645630|20190826|1
2645638|20190919|1
2645651|20190826|1
2645673|20190826|1
2645838|20190908|1
2645872|20190826|1
2645932|20191124|1
2645966|20190925|1
2645967|20190826|2
2645985|20190911|1
2646011|20190826|1
2646050|20181231|1
2646064|20190826|1
2646065|20180718|1
2646067|20190826|1
2646070|20190826|1
2646072|20190801|1
2646076|20180129|1
2646135|20190826|1
2646168|20191223|1
2646175|20190826|2
2646180|20200108|1
2646312|20190826|1
2646369|20181009|1
2646373|20161218|1
2646469|20190414|1
2646564|20190826|1
2646650|20190730|1
2646664|20190826|1
2646669|20190730|1
2646671|20180129|1
2646750|20190826|1
2646769|20190826|1
2646779|20190826|1
2646871|20190507|1
2646966|20180617|1
2647030|20190826|2
2647064|20190826|1
2647066|20190414|1
2647132|20180308|1
2647170|20190826|1
2647185|20190826|1
2647211|20191110|1
2647213|20170827|1
2647223|20190506|1
2647251|20190724|1
2647285|20191211|1
2647362|20190716|1
2647370|20191125|1
2647376|20190826|1
2647378|20190826|1
2647385|20190826|1
2647467|20170525|1
2647470|20191125|2
2647551|20190826|1
2647580|20181011|1
2647633|20190418|1
2647669|20190826|1
2647823|20190826|1
2647851|20190826|2
2647872|20190826|1
2647973|20181024|1
2728862|20190826|1
2728931|20190805|1
2728933|20190915|1
2728975|20190826|1
2728980|20170731|1
2729012|20191202|1
2729079|20190620|1
2729156|20191126|1
2729164|20190507|1
2729214|20191104|1
2729285|20190826|2
2729312|20191223|1
2729330|20190120|1
2729338|20190826|1
2729385|20180412|1
2729414|20190826|1
2729433|20191024|1
2729584|20191010|1
2729608|20200109|1
2729630|20191124|1
2729661|20190908|1
2729671|20161225|1
2729714|20191107|1
2729767|20190826|1
2729770|20171112|1
2729778|20191223|1
2729832|20190826|1
2729874|20190826|2
2729911|20191110|1
2729933|20190915|1
2729937|20190826|1
2729971|20180128|1
2729972|20180104|1
2729985|20181220|1
2730012|20190826|1
2730051|20180725|1
2730160|20190709|1
2730170|20190826|1
2730228|20180107|1
2730264|20190123|1
2730266|20190501|1
2730334|20191218|1
2730380|20190826|1
2730461|20190826|2
2730469|20191208|1
2730561|20191028|1
2730562|20190826|2
2730573|20190826|1
2730575|20190604|1
2730578|20191027|1
2730634|20180716|1
2730638|20191204|2
2730660|20190826|1
2730665|20191027|1
2730673|20190826|1
2730679|20191208|1
2730680|20190826|2
2730731|20180307|1
2730732|20190826|2
2730737|20190826|1
2730739|20190528|1
2730766|20190219|1
2730773|20191230|1
2730780|20190826|1
2730830|20190516|1
2730831|20180517|1
