MISPAR RECHEV|TAARICH HAFAKAT TAG|SUG TAV
4699475|20190721|1
4699538|20190826|2
4699566|20190826|1
4699611|20190826|1
4699612|20190919|1
4699635|20191204|1
4699638|20190826|2
4699652|20190721|1
4842169|20190826|1
4842232|20191007|2
4842263|20190826|1
4842356|20190826|1
4842375|20190826|1
4842408|20190807|1
4842454|20191201|1
4842530|20190826|1
4699664|20190716|1
4699737|20190826|1
4699738|20190826|2
4699813|20190307|1
4699837|20190617|1
4699838|20190826|1
4699964|20190826|1
4699981|20190826|1
4700008|20190826|1
4700031|20190826|1
4700062|20180627|2
4700065|20190826|1
4700068|20190331|1
4700131|20191202|1
4700208|20190718|1
4700211|20190826|1
4700238|20200107|1
4700252|20190826|1
4700311|20191029|1
4700314|20190724|1
4700320|20190826|1
4700330|20190826|2
4700333|20190604|1
4700336|20190826|1
4700371|20181021|1
4700372|20190528|2
4700432|20190826|1
4700438|20190627|1
4700469|20180211|1
4700539|20190826|2
4700571|20190602|1
4700608|20190826|1
4700774|20190826|2
4700775|20190915|2
4700836|20191022|1
4700880|20191125|1
4700962|20190826|1
4700976|20200105|1
4701008|20190826|1
4701061|20190826|1
4701111|20190826|1
4701127|20190903|1
4701138|20190826|2
4701166|20190703|1
4701172|20191028|1
4701232|20190826|1
4701237|20190121|1
4701238|20190826|1
4701258|20191128|1
4701338|20190826|1
4701375|20170330|1
4701420|20180218|1
4701435|20180409|1
4701438|20180812|2
4701452|20190703|1
4701530|20190905|1
4701531|20191211|1
4701532|20190908|1
4701538|20190826|1
4701559|20190826|1
4701636|20190826|1
4701638|20190826|1
4701663|20200106|1
4701730|20191106|1
4701737|20190826|1
4701738|20190722|1
4701808|20190523|1
4701830|20190826|1
4701832|20190826|1
4701835|20170427|1
4701838|20190826|1
4701854|20190826|1
4701938|20190826|2
4701962|20171123|1
4701964|20190826|1
4701971|20190527|2
4701972|20190826|1
4701975|20190613|1
4702066|20190926|1
4702138|20190826|2
4702165|20190702|1
4702173|20191024|2
4702173|20200101|2
4702176|20190826|1
4702233|20180322|1
4702267|20190715|2
4702333|20190522|1
4702333|20190826|1
4702334|20190319|1
4702365|20190826|2
4702433|20190414|1
4702475|20191125|1
4702520|20190826|1
4702538|20190826|2
4702554|20170703|1
4702567|20180822|1
4702573|20190826|1
4702575|20190620|2
4702654|20191118|1
4702659|20181021|1
4702665|20181031|1
4702666|20190826|1
4702732|20190918|1
4702775|20190826|1
4702779|20200107|1
4702814|20190826|1
4702864|20191117|1
4702876|20190826|1
4702908|20190826|1
4702930|20190826|1
4702962|20190228|1
4702972|20191111|1
4702975|20190826|1
4703027|20190826|1
4703064|20190519|1
4703108|20190826|1
4703159|20190826|1
4703172|20190826|1
4703180|20191028|1
4703208|20190624|1
4703212|20190822|1
4703235|20190826|1
4703276|20170430|1
4703313|20190826|1
4703331|20190303|1
4703380|20190826|1
4703432|20190725|1
4703473|20190826|1
4703475|20190826|1
4703480|20190826|2
4703531|20171025|1
4703564|20190826|1
4703574|20190826|1
4703580|20190826|2
4703638|20190826|1
4703676|20190218|1
4703678|20190826|1
4703680|20190826|2
4703712|20190826|1
4703737|20190826|1
4703774|20190826|1
4703831|20190826|2
4703838|20170214|1
4703880|20190826|1
4703932|20190729|1
4703932|20190908|1
4703968|20190826|2
4703980|20190826|1
4704050|20190826|1
4704061|20191127|1
4704131|20180207|1
4704136|20191224|1
4704179|20170625|1
4704311|20190523|1
4704338|20190826|2
4704369|20190923|1
4704411|20190428|1
4704437|20190523|2
4704476|20191028|2
4704511|20190826|1
4704538|20190826|2
4704566|20190616|1
4704608|20191007|1
4704632|20190826|1
4704633|20190826|1
4704638|20190826|1
4704658|20180215|1
4704666|20191029|1
4704668|20190826|1
4704674|20190826|1
4704708|20190813|1
4704716|20190826|2
4704731|20190826|2
4704808|20190826|1
4704830|20190414|1
4704836|20190826|1
4704858|20180222|1
4704864|20190513|1
4704914|20190826|1
4704930|20191119|1
4704934|20190902|1
4704974|20190826|1
4704979|20191120|1
4705052|20181007|1
4705064|20191212|1
4705074|20190826|1
4705133|20190826|1
4705171|20191215|1
4705254|20190624|1
4705271|20190620|1
4705274|20190826|1
4705314|20191031|1
4705332|20191119|1
4705366|20190826|1
4705412|20191128|1
4705450|20190826|1
4705564|20191217|1
4705658|20190714|1
4705712|20171022|1
4705736|20190826|1
4705758|20190523|1
4705766|20190908|1
4705858|20190227|1
4705879|20180426|1
4705931|20190826|2
4705935|20190826|1
4705961|20191209|1
4705968|20190904|1
4706035|20191215|1
4706036|20190826|1
4706058|20190102|1
4706062|20170619|1
4706074|20190410|1
4706078|20191121|2
4706110|20190922|2
4706208|20190826|1
4706232|20190812|1
4706314|20180904|1
4706365|20191121|1
4706374|20191127|1
4706471|20180307|1
4706476|20170917|1
4706508|20170830|1
4706552|20181204|1
4706654|20190826|1
4706676|20190826|1
4706711|20190922|1
4706731|20191217|1
4706737|20190723|1
4706832|20190313|1
4706838|20180709|1
4706867|20190824|1
4706908|20190826|1
4706912|20180628|1
4706920|20191027|1
4706931|20190501|1
4706932|20190826|1
4706934|20190826|1
4706961|20171029|1
4707030|20191125|1
4707068|20190805|1
4707154|20190826|1
4707169|20190811|1
4707180|20190826|1
4707208|20190826|1
4707235|20190826|1
4707261|20180703|1
4707266|20191106|1
4707330|20190826|1
4707369|20190826|1
4973580|20190826|1
4973585|20191124|1
4973608|20190826|1
4973669|20190826|1
4973708|20190826|2
4973750|20191208|1
4973779|20190826|1
4973908|20190826|1
4973962|20191121|1
4973976|20190826|1
4974008|20190826|2
4974012|20190826|1
4974037|20190826|1
4974056|20190826|1
4974066|20191204|1
4974111|20190520|1
4974112|20190826|1
4974260|20190505|1
4974264|20191215|1
4974274|20191211|1
4974354|20191027|1
4974412|20190826|2
4974475|20190826|1
4974552|20190228|1
4974562|20190826|1
4974576|20190826|1
4974633|20190826|1
4974675|20190328|1
4974717|20190826|1
4974754|20190826|1
4974769|20190826|1
4974769|20170302|1
4974838|20190826|1
4974852|20190826|1
4974939|20190826|1
4974951|20190826|2
4974962|20190606|1
4974979|20180808|1
4974979|20190826|1
4975037|20190429|1
4975114|20190826|1
4975174|20191204|1
4975236|20191118|1
4975452|20170917|1
4975454|20190826|1
4975461|20190826|1
4975472|20190109|1
4975532|20190826|1
4975572|20181212|1
4975580|20190826|1
4975633|20190826|1
4975633|20190826|1
4975659|20190101|2
4975672|20190401|1
4975680|20191107|1
4975685|20200106|1
4975730|20170315|1
4975732|20190826|1
4975772|20190826|1
4975780|20190825|1
4975785|20191204|1
4975871|20190107|1
4975872|20190826|1
4975880|20191208|1
4975923|20191224|1
4975934|20190826|2
4975961|20190826|1
4976034|20190826|1
4976038|20190826|1
4976059|20190806|1
4976080|20190826|1
4976133|20191226|1
4976175|20181223|1
4976176|20191110|1
4707372|20180710|1
4707376|20190826|1
4707415|20190826|1
4707437|20190218|1
4707508|20191231|1
4707512|20190408|1
4707531|20190721|1
4707533|20190826|1
4707534|20190610|1
4707535|20190826|1
4707562|20190826|1
4707666|20191223|1
4707732|20180729|1
4707738|20190826|1
4707752|20181212|1
4707754|20191218|1
4707773|20190804|1
4707780|20190826|1
4707808|20190826|1
4707813|20190826|2
4707830|20191119|1
4707834|20200108|1
4707854|20190826|1
4707871|20190528|1
4707954|20190826|2
4707954|20190826|2
4707961|20170525|1
4707968|20181220|1
4707973|20190826|1
4708066|20190825|1
4708068|20190908|1
4708076|20181111|1
4708108|20190826|2
4708113|20190826|1
4708130|20190826|1
4708132|20180619|1
4708138|20191127|1
4708154|20190826|2
4708172|20190813|1
4708174|20180430|1
4708268|20190826|1
4708269|20170618|1
4708272|20190826|1
4708311|20190826|2
4708378|20191119|1
4708432|20190826|1
4708476|20190826|1
4708571|20180220|1
4708574|20190826|1
4708633|20190826|1
4708636|20190826|1
4708663|20190826|1
4708663|20190604|1
4708667|20190826|1
4708676|20190826|1
4708679|20191208|1
4708732|20190801|1
4708969|20190826|1
4709030|20181104|1
4709036|20190805|1
4709150|20190430|1
4709154|20191029|1
4709163|20190826|1
4709211|20190826|1
4709311|20190826|1
4709314|20190812|1
4709366|20171122|1
4709376|20190606|1
4709378|20191114|1
4709411|20190519|1
4709474|20190826|1
4709508|20190826|1
4709566|20170917|1
4709574|20190826|1
4709580|20190826|1
4709633|20190826|1
4709658|20190729|1
4709666|20180822|1
4709732|20191117|1
4709733|20190818|1
4709737|20190516|1
4709774|20190627|1
4709836|20190820|2
4709871|20190926|1
4709911|20180410|1
4709935|20190826|1
4709939|20191224|1
4709965|20190826|1
4709975|20190218|1
4710008|20180409|1
4710055|20190826|1
4710063|20200106|1
4710075|20170831|1
4710076|20190702|1
4710168|20190715|1
4710172|20190826|1
4710180|20191027|1
4710233|20190826|1
4710252|20190826|2
4710272|20190523|1
4710273|20190826|1
4710275|20190826|1
4710335|20191125|1
4710339|20190630|1
4710379|20190827|1
4710411|20190826|2
4710432|20190826|1
4710439|20190910|1
4710571|20190826|1
4710574|20190826|1
4710680|20191208|1
4710733|20190826|1
4710737|20191027|1
4710820|20181212|1
4710831|20190905|1
4710954|20190530|1
4710954|20190418|1
4710974|20190826|1
4711059|20190826|1
4711074|20190826|1
4711155|20190826|1
4711172|20191007|1
4711174|20190826|1
4711176|20191027|1
4711230|20190911|1
4711235|20180429|1
4711237|20190901|1
4711276|20190826|1
4711307|20200109|1
4711366|20190127|1
4711439|20190526|2
4711454|20190826|2
4711461|20190826|1
4711462|20191202|1
4711474|20190826|1
4711666|20191030|2
4711674|20191027|1
4711734|20190826|1
4711954|20190820|1
4712035|20190826|1
4712069|20190815|1
4712108|20190821|1
4712176|20170514|1
4712231|20191023|1
4712272|20191226|1
4712280|20171029|1
4712308|20190826|1
4712312|20190522|1
4712320|20181112|1
4712357|20190428|1
4712408|20191224|1
4712413|20190826|1
4712435|20190826|1
4712438|20190922|1
4712514|20190826|1
4712531|20171001|1
4712554|20190826|1
4712563|20190723|1
4712567|20190625|1
4712609|20190826|1
4712611|20190522|1
4712630|20190826|1
4712678|20190826|1
4712730|20190902|1
4712732|20190728|1
4712761|20190826|1
4712776|20190826|1
4712830|20180903|1
4712832|20190826|2
4712861|20200106|1
4712875|20190624|1
4712912|20180705|1
4712952|20190826|1
4712967|20191125|1
4712980|20191201|1
4713013|20190616|1
4713033|20180308|1
4713066|20190411|1
4713261|20191230|1
4713357|20190529|1
4713362|20190926|1
4713369|20190826|1
4713471|20200106|1
4713508|20191225|1
4713537|20190826|1
4713661|20191110|1
4713669|20190826|1
4713673|20170626|1
4713763|20190826|1
4713779|20190904|2
4713808|20181218|1
4713931|20190115|1
4714063|20190527|1
4714065|20190922|1
4714075|20190826|1
4714078|20190218|1
4714108|20190826|1
4714112|20181028|1
4714130|20191027|1
4714208|20190826|1
4714233|20180513|1
4714263|20190826|1
4714266|20191120|1
4714352|20180531|1
4714432|20190826|1
4714523|20191028|1
4714530|20200105|1
4714535|20200106|1
4714630|20190626|1
4714632|20181008|1
4714667|20190206|1
4714669|20190826|1
4714672|20190826|1
4714678|20190826|1
4714717|20190512|1
4714733|20191124|1
4714754|20191128|1
4714771|20191223|1
4714771|20190915|1
4714808|20181017|2
4714817|20190826|1
4714830|20180624|1
4714872|20190123|1
4714876|20191022|1
4714879|20191024|1
4715063|20190826|1
4715066|20191128|1
4715069|20171218|1
4715108|20190826|1
4715110|20190826|1
4715130|20190908|2
4715137|20190826|1
4715166|20190224|1
4715214|20181206|1
4715237|20190826|1
4715252|20190826|1
4715266|20191023|1
4715336|20190602|1
4715371|20190911|1
4715474|20190822|1
4715531|20190826|1
4715611|20190826|2
4715637|20190826|1
4715712|20190611|1
4715730|20171025|1
4715731|20190131|1
4715808|20190826|1
4715817|20190916|1
4715859|20190502|1
4715868|20190826|1
5019274|20191118|1
5019317|20180725|1
5019432|20191029|1
5019469|20180430|1
5019563|20190826|2
5019566|20190630|1
5019631|20190723|1
5019633|20191202|1
5019733|20190826|1
5019751|20190604|1
5019775|20190730|1
5019788|20200109|1
5019932|20190725|1
5019937|20190115|1
5019952|20190225|1
5020014|20190211|1
5020038|20190826|1
5020064|20190129|1
5020112|20170625|2
5020132|20190826|1
5020152|20180306|2
5020163|20170409|1
5020175|20190826|1
5020430|20170927|1
5020434|20200102|1
5020461|20190826|1
5020466|20190605|1
5020472|20190620|1
5020476|20190512|1
5020568|20181203|1
5020714|20191104|1
5020736|20190826|1
5020751|20190515|1
5020752|20180227|1
5020811|20190805|1
5020862|20180118|1
5020880|20190826|1
5020880|20170822|1
5021030|20180109|1
5021071|20190923|1
5021130|20190826|2
5021138|20190717|1
5021152|20190826|1
5021171|20180708|1
5021214|20190825|2
5021233|20190311|1
5021252|20191121|1
5021275|20190826|1
5021279|20190826|1
5021330|20191027|1
5021333|20190327|1
5021337|20191124|1
5021453|20180417|1
5021468|20190826|1
5021532|20190905|1
5021561|20191007|1
5021569|20180214|1
5021574|20191119|1
5021637|20181220|1
5021675|20191105|1
5021833|20170521|1
5021836|20190826|1
5021962|20191114|1
5021963|20191029|1
5022037|20190912|1
5022037|20191201|1
5022038|20190826|1
5022074|20190820|1
5022076|20181213|1
5022171|20190826|1
5022172|20190808|2
5022174|20190211|1
5022234|20181225|1
5022276|20190826|2
4717957|20190918|1
4718034|20190826|2
4718035|20190826|1
4718039|20190826|1
4718066|20190826|1
4718066|20190826|1
4718066|20200101|1
4718073|20190804|1
4718138|20200106|1
4718235|20191126|1
4718235|20190826|1
4718264|20180130|2
4718269|20190826|1
4718311|20191223|1
4718366|20180826|1
4718454|20190826|2
4718472|20190523|1
4718533|20190826|1
4718561|20190826|1
4718573|20190826|1
4718651|20191007|1
4718733|20190521|2
4718737|20191031|1
4718761|20190826|1
4718774|20190826|1
4718839|20190114|1
4718864|20170516|1
4718879|20171225|1
4718959|20190826|1
4718964|20191010|1
4718980|20171019|1
4719065|20190826|1
4719078|20190826|1
4719108|20190826|1
4719111|20190826|1
4719135|20180830|1
4719167|20190801|1
4719236|20190826|1
4719364|20190826|2
4719514|20190826|1
4719557|20180531|1
4719561|20190926|1
4719652|20190826|1
4719736|20190826|1
4719759|20190804|1
4719835|20191028|1
4719854|20190827|1
4719932|20190826|1
4719935|20190623|1
4719969|20181226|1
4719974|20190826|1
4719976|20190624|1
4720072|20191030|1
4720080|20171114|1
4720112|20190826|1
4720154|20190728|1
4720232|20180306|1
4720374|20190826|1
4720409|20190826|2
4720434|20190826|1
4720463|20190826|1
4720464|20190826|1
4720508|20190826|1
4720514|20190826|1
4720534|20190826|1
4720610|20190826|1
4720637|20191027|1
4720654|20190826|1
4720672|20191211|1
4720702|20170222|1
4720713|20190401|1
4720732|20180319|1
4720739|20190826|2
4720752|20190919|1
4720772|20190723|1
4720775|20190826|1
4720812|20190826|1
4720933|20171205|1
4720958|20200106|1
4721037|20190515|1
4721054|20191023|1
4721069|20170319|1
4721100|20191211|1
4721113|20190826|1
4721114|20190826|1
4721157|20191106|1
4721212|20200102|1
4721230|20191128|1
4721238|20170730|1
4721267|20190826|1
4721275|20170104|1
4721331|20200105|1
4721375|20190826|1
4721460|20190826|1
4721464|20190811|1
4721567|20190826|1
4721574|20190826|1
4721667|20190826|1
4721672|20190804|1
4721675|20190123|1
4721761|20180625|1
4721774|20190826|1
4721814|20191217|1
4721908|20190819|1
4721912|20191222|1
4721913|20190903|1
4721960|20180214|1
4722039|20200106|1
4722075|20190826|1
4722108|20171023|1
4722133|20190826|2
4722208|20190815|1
4722211|20190923|2
4722233|20190826|1
4722275|20200102|1
4722280|20190826|1
4722350|20190826|1
4722358|20180628|1
4722363|20190821|1
4722376|20191031|1
4722409|20191217|1
4722413|20190826|1
4722468|20191031|1
4722475|20190327|1
4722508|20191222|1
4722511|20181108|1
4722534|20190826|1
4722608|20190826|1
4722613|20190826|1
4722632|20190528|1
4722637|20190826|1
4722708|20190826|1
4722732|20190826|1
4722969|20190826|1
4722976|20191119|1
4722976|20190826|1
4723033|20191211|1
4723111|20200107|1
4723113|20191119|1
4723164|20190715|1
4723173|20190826|1
4723173|20190826|1
4723178|20190826|1
4723214|20190826|1
4723237|20190826|1
4723363|20200106|1
4723378|20190826|1
4723414|20190826|1
4723431|20190826|1
4723486|20200109|1
4723514|20191002|1
4723617|20191007|1
4723632|20191030|1
4723650|20181115|1
4723708|20170510|1
4723708|20191003|1
4723850|20190826|1
4723858|20190725|1
4723932|20190911|1
4723974|20190826|2
4724050|20191114|1
4724054|20190826|1
4724068|20190313|1
4724111|20191127|1
4724112|20180709|1
4724175|20190922|1
4724208|20190826|1
4724212|20190826|1
4724232|20190704|1
4724239|20190418|1
4724274|20190826|1
4724333|20191202|1
4724469|20190826|1
4724569|20190826|1
4724669|20190826|1
4724708|20190826|1
4816766|20190717|1
4816775|20191007|1
4816776|20191027|1
4816830|20190826|1
4816853|20191010|1
4816961|20190826|1
4816974|20190901|1
4817008|20190826|1
4817013|20190826|1
4817051|20191218|1
4817067|20190811|1
4817162|20200109|1
4817168|20191205|1
4817175|20190826|1
4817254|20190203|1
4817256|20190826|1
4817274|20190826|1
4817334|20200101|1
4817376|20190826|1
4817381|20190826|1
4817413|20190826|1
4817439|20190826|1
4817461|20190826|1
4817476|20170626|1
4817511|20191124|1
4817530|20190826|1
4817531|20191209|1
4817631|20190728|2
4817737|20190826|1
4817837|20191030|1
4817839|20170212|2
4817871|20190826|1
4817908|20190826|1
4817934|20190814|1
4818075|20190826|1
4818079|20190718|1
4818174|20190826|1
4818180|20191128|1
4818181|20190826|1
4818232|20170430|1
4818253|20200109|1
4818263|20170711|1
4818264|20190911|1
4818281|20190604|1
4818319|20190826|1
4818330|20190428|1
4818332|20190729|1
4818339|20190826|1
4818353|20191117|1
4818364|20190826|1
4818369|20190826|2
4818437|20191204|1
4818465|20190807|1
4818469|20190501|1
4818511|20190826|1
4818574|20190826|1
4818603|20200109|1
4818630|20191121|1
4818639|20191031|1
4818661|20190718|1
4818679|20190826|1
4818714|20170731|1
4818736|20171204|1
4818736|20190826|1
4818758|20190715|1
4818833|20190826|1
4818837|20190826|1
4727576|20190826|1
4727608|20190826|1
4727611|20190826|1
4727631|20190826|1
4727664|20190926|1
4727665|20180506|1
4727674|20191006|1
4727680|20190826|1
4727708|20190826|1
4727754|20190826|1
4727763|20190620|1
4727769|20190826|1
4727808|20190826|1
4727867|20180214|1
4727911|20191126|1
4727929|20190115|1
4727932|20190127|1
4727952|20191208|1
4727954|20190822|1
4727966|20190402|1
4728008|20180312|2
4728033|20191215|1
4728132|20190826|1
4728269|20191230|1
4728274|20190826|1
4728333|20190526|1
4728352|20190826|1
4728474|20190826|2
4728479|20191211|1
4728531|20190826|1
4728552|20170913|1
4728564|20181015|1
4728573|20171101|1
4728614|20190905|1
4728630|20190127|1
4728672|20190826|1
4728832|20190826|1
4728833|20190826|1
4728868|20190826|1
4729037|20181031|1
4729067|20190408|1
4729068|20190826|1
4729074|20191211|1
4729075|20190826|1
4729166|20190414|1
4729236|20190729|1
4729258|20190826|1
4729280|20190826|1
4729335|20181011|1
4729338|20190826|1
4729369|20190603|1
4729409|20190826|1
4729436|20190915|1
4729474|20190826|1
4729511|20190627|1
4729579|20190224|1
4729767|20191029|1
4729769|20180221|1
4729834|20191212|1
4729906|20200109|1
4729966|20190819|1
4729968|20190812|1
4730008|20191201|1
4730050|20190826|1
4730055|20190416|1
4730160|20191219|1
4730230|20190826|2
4730233|20190703|1
4730239|20181111|1
4730258|20190826|1
4730274|20180506|1
4730275|20191202|1
4730337|20190826|1
4730369|20180313|1
4730430|20180523|1
4730438|20191003|1
4730508|20190826|1
4730532|20190528|1
4730539|20180725|1
4730561|20190728|1
4730569|20191121|1
4730611|20190826|1
4730636|20191118|1
4730639|20190826|1
4730739|20200101|1
4730780|20180517|1
4730833|20190826|1
4730837|20191028|1
4730880|20190826|1
4730952|20190826|1
4730972|20191027|1
4730980|20190826|2
4731012|20190826|1
4731038|20190826|1
4731069|20171221|1
4731080|20190826|2
4731133|20190702|1
4731180|20190826|1
4731250|20170727|1
4731252|20190625|1
4731279|20190716|1
4731337|20190826|1
4731358|20190826|1
4731414|20191204|1
4731467|20190520|1
4731472|20190826|1
4731480|20190826|1
4731512|20191201|1
4731534|20191125|1
4731537|20190826|1
4731552|20190826|1
4731576|20190724|1
4731673|20191202|1
4731708|20191010|1
4731768|20180902|1
4731830|20190826|1
4731833|20190708|1
4731938|20190826|1
4731959|20190826|1
4731972|20190822|1
4731976|20191024|1
4732052|20190206|1
4732162|20190826|1
4732163|20190826|1
4732172|20190916|1
4732173|20190129|1
4732181|20190826|1
4732214|20190826|2
4732232|20190826|1
4732233|20191202|1
4732266|20191106|1
4732274|20191222|2
4732281|20181007|2
4732313|20190826|1
4732329|20181114|1
4732334|20190826|1
4732338|20190826|1
4732357|20190826|1
4732366|20170730|1
4732373|20190826|1
4732408|20191230|1
4732432|20190627|1
4732535|20191106|1
4732574|20190826|1
4732630|20190731|1
4732661|20190826|1
4732667|20180913|1
4732671|20190228|1
4732731|20180327|1
4732752|20190826|1
4732832|20190826|1
4732836|20190822|1
4732852|20190826|1
4732869|20191006|1
4732933|20190205|1
4732958|20190826|2
4732962|20190814|1
4733008|20190826|1
4733011|20181223|1
4733075|20190109|1
4733079|20190826|1
4733108|20181002|1
4733112|20190826|1
4733130|20190702|1
4733131|20190826|1
4733132|20190826|1
4733163|20190924|1
4733166|20190826|1
4733168|20191121|1
4733281|20180327|1
4733332|20191030|1
4733355|20190826|1
4733355|20190826|1
4733366|20190826|1
4733368|20191216|2
4733381|20190911|1
5000681|20190826|1
5000714|20191003|1
5000730|20190826|2
5000732|20190826|1
5000753|20190826|1
5000762|20190826|1
5000769|20180610|1
5000780|20190826|1
5000837|20191209|1
5000962|20190826|1
5000979|20190826|1
5001068|20180513|2
5001111|20170503|1
5001112|20190718|1
5001114|20191219|1
5001172|20190317|1
5001180|20190812|1
5001332|20190826|2
5001361|20190826|1
5001371|20190826|1
5001381|20181024|1
5001414|20190826|1
5001431|20190214|1
5001438|20190826|2
5001474|20190313|1
5001514|20190826|1
5001572|20191202|1
5001612|20181021|1
5001679|20191202|1
5001728|20181203|1
5001731|20191126|2
5001738|20190708|2
5001761|20190826|1
5001763|20171102|1
5001831|20180307|1
5001838|20180529|2
5001852|20190304|1
5001862|20190826|1
5001881|20190826|1
5001912|20191103|1
5001938|20190826|2
5002010|20180321|1
5002061|20191027|1
5002063|20191118|1
5002153|20190826|1
5002161|20190826|2
5002238|20190826|2
5002253|20190908|1
5002275|20190624|1
5002330|20190826|1
5002353|20191030|1
5002433|20190826|1
5002468|20191112|1
5002632|20190826|1
5002634|20190206|1
5002661|20170711|1
5002669|20191217|1
5002671|20190821|2
5002753|20190728|1
5002767|20190826|1
5002830|20180412|1
5002833|20190826|1
5002837|20180425|1
5002871|20190116|1
5002911|20191205|1
5002912|20190826|1
5002976|20191223|1
4735208|20190923|1
4735258|20190523|1
4735267|20190826|1
4735268|20190506|1
4735268|20190506|1
4735338|20190331|1
4735435|20190716|1
4735475|20190114|1
4735530|20180805|1
4735539|20181022|1
4735575|20190729|1
4735637|20190916|1
4735638|20190826|1
4735661|20190826|1
4735662|20191023|1
4735674|20190826|2
4735708|20190826|2
4735714|20161120|1
4735831|20171203|1
4735866|20190801|1
4735872|20191127|1
4735931|20190826|1
4735932|20181226|1
4735975|20190818|1
4735976|20190826|1
4735980|20191218|1
4736114|20190919|1
4736160|20191230|1
4736232|20190826|1
4736236|20190306|1
4736259|20190826|1
4736276|20191111|1
4736281|20190826|1
4736333|20190826|1
4736363|20190730|1
4736367|20190729|1
4736375|20200106|1
4736476|20190826|1
4736531|20190702|1
4736531|20190702|1
4736561|20180516|1
4736612|20190101|1
4736614|20190826|1
4736630|20190620|1
4736632|20191229|2
4736666|20171102|1
4736681|20190826|1
4736830|20190826|1
4736831|20190826|1
4736871|20190205|1
4736874|20190826|1
4736911|20191212|1
4736914|20190826|1
4737039|20190826|1
4737069|20190630|1
4737128|20190826|1
4737132|20190826|1
4737133|20190808|1
4737150|20190528|1
4737158|20190716|1
4737211|20190826|1
4737213|20200101|1
4737239|20200107|1
4737280|20190826|1
4737331|20190826|1
4737366|20190527|1
4737431|20190826|2
4737458|20190826|1
4737463|20190729|1
4737475|20190826|1
4737512|20191226|1
4737513|20190115|1
4737580|20190826|1
4737635|20190826|1
4737663|20190826|1
4737680|20190826|1
4737737|20170215|1
4737763|20190903|1
4737768|20190826|1
4737817|20190826|1
4737875|20190904|1
4737969|20190826|1
4737971|20190724|1
4737981|20180906|1
4738030|20190826|1
4738059|20191002|1
4738061|20191225|1
4738161|20190826|1
4738233|20190826|2
4738275|20190718|1
4738310|20190526|1
4738332|20190919|2
4738363|20180521|1
4738464|20191114|1
4738471|20190826|1
4738479|20190604|1
4738564|20180214|1
4738671|20200106|1
4738731|20190826|1
4738752|20191027|1
4738768|20181105|1
4738866|20190826|1
4738867|20190826|1
4738881|20190822|1
4738962|20191103|1
4738975|20190826|1
4738980|20191029|1
4739030|20190826|1
4739052|20190826|1
4739074|20190826|1
4739133|20191024|1
4739136|20190709|1
4739171|20190505|1
4739239|20190826|2
4739267|20190826|1
4739331|20190916|1
4739360|20191201|1
4739367|20191225|1
4739381|20190826|1
4739452|20190826|1
4739475|20190826|1
4739480|20191219|1
4739508|20191231|1
4739530|20190826|1
4739575|20191203|1
4739576|20190911|1
4739639|20200101|1
4739658|20190826|1
4739674|20181128|1
4739736|20190826|1
4739739|20190826|2
4739759|20190826|1
4739761|20180607|1
4739836|20190826|1
4739913|20191113|1
4739937|20191030|1
4740011|20190812|1
4740032|20190820|1
4740052|20190922|1
4740055|20191010|1
4740071|20190826|1
4740137|20190826|1
4740167|20190826|1
4740179|20190110|1
4740214|20190826|1
4740250|20191120|1
4740266|20191029|1
4740300|20191125|1
4740308|20181014|1
4740479|20190826|1
4740511|20191027|1
4740558|20190826|1
4740581|20191201|2
4740611|20190923|1
4740631|20190826|1
4740659|20190826|1
4740733|20190804|1
4740734|20191010|1
4740736|20190826|1
4740761|20190826|1
4740771|20190826|2
4740779|20191203|1
4740835|20190826|1
4740837|20190725|1
4740875|20190826|1
4740909|20190826|1
4740958|20190826|1
4740971|20190327|1
4740971|20190826|1
4741031|20190721|1
4741039|20190826|1
4741132|20190826|2
4741135|20190903|2
4741138|20191002|1
4741152|20190912|1
4741165|20190826|2
4741168|20190826|1
4741239|20180809|1
4741251|20191204|1
4741266|20190826|1
4741269|20190505|1
4741359|20190227|1
4741430|20190826|1
4741436|20190826|1
4741452|20191010|1
4741531|20190826|1
4741572|20190826|1
4741669|20190826|1
4741754|20190826|2
4741766|20190113|1
4741779|20190826|1
4741813|20190826|1
4741852|20190210|1
4741854|20190826|1
4741857|20190826|1
4741872|20190826|1
4741912|20180313|1
4792771|20200101|1
4792785|20190826|1
4792836|20190519|1
4792837|20190828|1
4792838|20190826|2
4792852|20190826|1
4792861|20190919|1
4792868|20190127|1
4792871|20190922|1
4792908|20190604|2
4792933|20191210|1
4792967|20190826|1
4792971|20190110|2
4792980|20190805|1
4793011|20190723|1
4793017|20200109|1
4793030|20190513|1
4793032|20190528|1
4793062|20181017|1
4793085|20190826|1
4793117|20190826|1
4793171|20171228|1
4793185|20191007|1
4793231|20190130|1
4793252|20200102|1
4793272|20200107|1
4793367|20191117|1
4793375|20190826|1
4793430|20180920|1
4793433|20191117|1
4793459|20190826|1
4793461|20190717|1
4793467|20190819|1
4793613|20171204|1
4793654|20190515|1
4793714|20191216|1
4793734|20190922|1
4793736|20190919|2
4793763|20181016|1
4793776|20190826|1
4793833|20190414|1
4793854|20190826|2
4793859|20191209|2
4793914|20190826|1
4793952|20191230|1
4793959|20190826|1
4744450|20181125|1
4744472|20190826|1
4744476|20190612|1
